District,OperatingExpenditures,County,Address,City and Zip,Superintendent,Performance Index Score 2016-17,Performance Index Score 2015-16,Performance Index Score 2014-15,Performance Index Percent 2016-17,Letter Grade of Performance Index,Percent of Students Not Tested,Percent of Students Below,Percent of Students Basic,Percent of Students Proficient,Percent of Students Accelerated,Percent of Students Advanced,Percent of Students Advanced Plus,Gifted Performance Index Score 2016-17,Gifted Performance Index 2016-17,Percent of Gifted Students Not Tested,Percent of Gifted Students Below,Percent of Gifted Students Basic,Percent of Gifted Students Proficient,Percent of Gifted Students Accelerated,Percent of Gifted Students Advanced,Percent of Gifted Students Advanced Plus
Finneytown Local,17727441.89,Hamilton,8916 Fontainebleau Ter,"Cincinnati, OH, 45231-4806",Theresa M. Noe,79.05,77.82300000000001,90.15400000000001,65.9,D,0.5,25.1,19.0,22.400000000000002,18.400000000000002,14.5,0.0,111.57900000000001,93.0,0.9,0.6,3.1,9.6,29.7,56.0,0.0
Forest Hills Local,77546448.35,Hamilton,7946 Beechmont Ave,"Cincinnati, OH, 45255-4307",Scot T. Prebles,100.798,98.914,101.04400000000001,84.0,B,0.3,5.8,10.3,23.2,28.3,31.900000000000002,0.2,116.29700000000001,96.9,0.5,0.1,0.5,4.1,19.6,74.3,0.8
Northwest Local,83985453.25,Hamilton,3240 Banning Rd,"Cincinnati, OH, 45239-5207",Todd D. Bowling,80.13300000000001,76.53,83.998,66.8,D,0.5,20.8,22.0,27.3,19.0,10.3,0.1,113.545,94.60000000000001,0.2,0.4,1.3,9.700000000000001,32.5,55.300000000000004,0.7000000000000001
Northwest Local,83985453.25,Scioto,800 Mohawk Dr,"Mc Dermott, OH, 45652-9000",Anthony T. Jenkins,83.319,76.21000000000001,86.71000000000001,69.4,D,0.2,17.900000000000002,21.1,28.2,21.1,11.6,0.0,109.659,91.4,0.0,2.3000000000000003,4.5,13.6,29.5,48.9,1.1
Northwest Local,83985453.25,Stark,2309 Locust St S,"Canal Fulton, OH, 44614-9389",Michael R. Shreffler,99.28800000000001,94.38300000000001,98.827,82.7,B,0.0,6.6000000000000005,11.4,24.8,30.3,26.1,0.8,116.092,96.7,0.0,0.4,1.4000000000000001,7.7,19.400000000000002,63.7,7.4
Oak Hills Local,74085659.54,Hamilton,6325 Rapid Run Rd,"Cincinnati, OH, 45233-4555",Jeffrey T. Brandt,96.66300000000001,94.087,97.114,80.60000000000001,B,0.3,7.8,13.9,25.2,26.0,26.900000000000002,0.0,115.60600000000001,96.3,0.1,0.3,0.9,7.3,19.7,71.7,0.0
Southwest Local,33051154.880000003,Hamilton,230 S Elm St,"Harrison, OH, 45030-1444",John C. Hamstra,94.051,91.033,86.869,78.4,C,0.1,9.3,15.6,27.0,26.8,21.2,0.1,115.95200000000001,96.60000000000001,0.0,0.0,1.1,3.9,26.6,67.8,0.6
Three Rivers Local,19724089.200000003,Hamilton,401 N Miami Ave,"Cleves, OH, 45002-1024",Craig D. Hockenberry,90.04700000000001,90.15,88.02300000000001,75.0,C,0.1,13.8,16.3,26.5,23.2,20.0,0.1,115.01100000000001,95.8,0.0,0.0,0.6,7.1000000000000005,32.5,59.1,0.6
Arcadia Local,6091180.76,Hancock,19033 State Route 12,"Arcadia, OH, 44804-9714",Bruce A. Kidder,94.887,92.86200000000001,97.589,79.10000000000001,C,0.1,7.6000000000000005,14.9,31.400000000000002,29.1,16.9,0.0,114.86800000000001,95.7,0.0,0.0,1.3,6.6000000000000005,30.3,61.800000000000004,0.0
Arlington Local,5607949.35,Hancock,336 S Main St,"Arlington, OH, 45814-6700",Kevin S. Haught,92.74600000000001,88.91,91.275,77.3,C,0.9,9.3,15.8,28.900000000000002,25.900000000000002,18.900000000000002,0.3,113.72500000000001,94.8,0.0,0.0,3.9,6.9,28.400000000000002,57.800000000000004,2.9
Cory-Rawson Local,7120696.49,Hancock,3930 County Road 26,"Rawson, OH, 45881-9609",Robert A. Hlasko,84.355,84.23700000000001,90.988,70.3,C,0.0,17.0,19.400000000000002,33.0,21.3,9.200000000000001,0.1,106.757,89.0,0.0,2.7,6.8,18.900000000000002,29.7,41.9,0.0
Liberty-Benton Local,12397825.84,Hancock,9190 County Road 9,"Findlay, OH, 45840-8811",Ronald Kowalski,95.994,94.12400000000001,99.411,80.0,B,0.2,7.8,12.8,29.8,31.0,18.400000000000002,0.0,114.48100000000001,95.4,0.0,0.0,0.6,7.5,36.4,55.5,0.0
McComb Local,7491441.129999999,Hancock,328 S Todd St,"McComb, OH, 45858-0877",Anthony D. Fenstermaker,86.65700000000001,77.45,91.24,72.2,C,0.0,14.200000000000001,20.400000000000002,29.7,23.400000000000002,12.1,0.1,114.186,95.2,0.0,1.2,0.0,7.0,34.9,55.800000000000004,1.2
Van Buren Local,11846439.59,Hancock,217 S Main St,"Van Buren, OH, 45889-9720",Timothy L. Myers,99.84100000000001,97.83800000000001,103.141,83.2,B,0.0,5.9,11.1,25.6,31.900000000000002,24.2,1.3,115.656,96.4,0.0,0.0,0.3,5.0,37.9,50.7,6.1000000000000005
Vanlue Local,2601854.4699999997,Hancock,PO Box 250,"Vanlue, OH, 45890-0250",Traci L. Conley,80.554,82.409,94.571,67.1,D,0.0,21.900000000000002,20.2,28.5,19.1,10.200000000000001,0.0,,,0.0,0.0,0.0,0.0,14.3,85.7,0.0
Hardin Northern Local,5125235.04,Hardin,11589 State Route 81,"Dola, OH, 45835-9706",Jeffrey S. Price,87.072,80.0,86.77900000000001,72.60000000000001,C,0.0,13.3,20.6,32.2,21.5,12.3,0.0,112.676,93.9,0.0,0.0,1.4000000000000001,15.5,33.8,49.300000000000004,0.0
Ridgemont Local,5679082.88,Hardin,560 Taylor St W,"Mount Victory, OH, 43340-8802",Ellen S. Darmer,78.586,79.38600000000001,92.95400000000001,65.5,D,1.0,21.1,23.0,28.400000000000002,16.6,9.8,0.0,110.492,92.10000000000001,0.0,3.3000000000000003,3.3000000000000003,8.2,29.5,55.7,0.0
Riverdale Local,10205199.280000001,Hancock,20613 State Route 37,"Mt Blanchard, OH, 45867-9783",Jeffrey Young,88.38600000000001,88.229,96.247,73.7,C,0.0,13.6,18.400000000000002,29.400000000000002,24.8,13.4,0.4,113.593,94.7,0.0,0.6,0.0,13.8,34.7,47.300000000000004,3.6
Upper Scioto Valley Local,5420147.33,Hardin,PO Box 305,"Mc Guffey, OH, 45859-0305",Miklos J. Kis,78.72,77.348,84.949,65.6,D,0.0,22.400000000000002,21.6,32.9,15.4,7.6000000000000005,0.0,109.077,90.9,0.0,0.0,1.5,32.3,35.4,30.8,0.0
Conotton Valley Union Local,5138706.75,Harrison,PO Box 187,"Sherrodsville, OH, 44675-0187",Jerry T. Herman,72.098,72.807,85.48100000000001,60.1,D,0.0,29.1,25.0,26.7,13.5,5.7,0.0,,,0.0,0.0,0.0,27.3,27.3,45.5,0.0
Holgate Local,5309046.44,Henry,801 Joe E Brown Ave,"Holgate, OH, 43527-9802",Kelly J. Meyers,94.953,91.854,97.46300000000001,79.10000000000001,C,0.0,8.9,14.9,25.5,30.400000000000002,20.3,0.0,113.75,94.8,0.0,0.0,1.6,7.8,37.5,53.1,0.0
Liberty Center Local,12028703.46,Henry,PO Box 434,"Liberty Center, OH, 43532-0434",Tod A. Hug,93.938,93.119,99.81700000000001,78.3,C,0.1,9.0,17.0,26.0,24.5,22.8,0.6,114.703,95.60000000000001,0.0,0.0,2.7,9.6,21.5,62.1,4.1
Patrick Henry Local,10836737.11,Henry,6900 State Route 18,"Hamler, OH, 43524-9781",Thomas L. Taylor,93.525,91.577,93.263,77.9,C,0.8,10.1,14.0,28.5,24.400000000000002,20.8,1.4000000000000001,113.91300000000001,94.9,1.6,0.5,1.1,8.2,23.400000000000002,55.4,9.8
Bright Local,7993985.2,Highland,PO Box 299,"Mowrystown, OH, 45155-9998",Ted C. Downing,83.089,75.869,81.0,69.2,D,0.1,16.6,24.0,28.0,18.2,13.1,0.0,114.75,95.60000000000001,0.0,0.0,0.0,15.0,22.5,62.5,0.0
Fairfield Local,9756589.37,Highland,11611 State Route 771,"Leesburg, OH, 45135-8601",William L. Garrett,92.21300000000001,87.63900000000001,96.229,76.8,C,0.1,10.8,15.8,29.7,24.6,18.900000000000002,0.0,115.96300000000001,96.60000000000001,0.0,0.0,1.8,4.6000000000000005,20.2,73.4,0.0
Lynchburg-Clay Local,11388737.35,Highland,PO Box 515,"Lynchburg, OH, 45142-0515",Brett Justice,90.715,84.23,94.694,75.60000000000001,C,0.2,11.0,18.5,28.2,24.8,17.2,0.2,116.19,96.8,0.0,0.0,0.0,9.5,21.400000000000002,66.7,2.4
East Holmes Local,18431947.25,Holmes,6108 County Road 77,"Millersburg, OH, 44654-9136",Erik H. Beun,99.021,95.339,81.931,82.5,B,0.2,6.4,11.3,26.900000000000002,29.1,25.5,0.6,116.619,97.2,0.0,0.0,0.0,6.0,26.7,62.300000000000004,5.0
West Holmes Local,22494677.67,Holmes,28 W Jackson St,"Millersburg, OH, 44654-1302",William W. Sterling,89.66,85.617,90.73100000000001,74.7,C,0.0,13.6,16.4,29.1,24.1,16.7,0.0,113.3,94.4,0.0,0.3,1.3,10.200000000000001,35.6,52.5,0.0
Monroeville Local,6479882.09,Huron,101 West St,"Monroeville, OH, 44847-9797",Gaylord R. Moore,76.82600000000001,75.226,81.01700000000001,64.0,D,1.1,21.400000000000002,25.8,28.0,15.8,7.9,0.1,107.595,89.7,0.0,1.3,8.9,17.7,25.3,45.6,1.3
New London Local,9853151.14,Huron,2 Wildcat Dr,"New London, OH, 44851-9262",Bradley A. Romano,80.61,78.119,84.431,67.2,D,1.4000000000000001,18.7,22.3,28.0,19.7,9.200000000000001,0.6,115.098,95.9,2.0,0.0,0.0,9.8,19.6,54.9,13.700000000000001
South Central Local,9056778.43,Huron,3305 Greenwich Angling Rd,"Greenwich, OH, 44837-9443",Benjamin H. Chaffee Jr,87.777,81.11,85.409,73.10000000000001,C,0.0,13.9,18.900000000000002,30.6,23.1,13.200000000000001,0.4,117.5,97.9,0.0,0.0,0.0,5.0,25.0,60.0,10.0
Western Reserve Local,12805732.93,Huron,3765 US Rt 20,"Collins, OH, 44826",Rodge F. Wilson,86.284,84.565,88.644,71.9,C,0.0,13.8,20.0,36.0,21.400000000000002,8.9,0.0,111.875,93.2,0.0,2.1,0.0,14.6,33.3,50.0,0.0
Western Reserve Local,12805732.93,Mahoning,13850 W Akron Canfield Rd,"Berlin Center, OH, 44401-9752",Douglas E. Mcglynn,96.125,90.438,98.38300000000001,80.10000000000001,B,0.1,7.8,13.200000000000001,29.5,29.1,20.3,0.0,116.866,97.4,0.0,0.0,0.0,1.5,28.400000000000002,70.10000000000001,0.0
Oak Hill Union Local,12306380.92,Jackson,205 Western Ave,"Oak Hill, OH, 45656-1068",Michael A. McCoy,87.769,82.87400000000001,89.558,73.10000000000001,C,0.2,14.3,19.400000000000002,27.5,20.400000000000002,18.2,0.0,111.16600000000001,92.60000000000001,0.0,1.3,4.5,13.5,22.400000000000002,58.300000000000004,0.0
Buckeye Local,18794993.23,Ashtabula,3436 Edgewood Dr,"Ashtabula, OH, 44004-5967",Patrick E. Colucci,89.91300000000001,83.33800000000001,92.92,74.9,C,0.0,11.1,18.7,32.5,23.400000000000002,14.200000000000001,0.0,115.20500000000001,96.0,0.0,0.0,0.0,9.4,29.8,60.2,0.6
Buckeye Local,18794993.23,Jefferson,6899 State Highway 150,"Dillonvale, OH, 43917-7904",Kimberly D. Leonard,85.004,82.485,91.34100000000001,70.8,C,0.3,15.9,19.900000000000002,31.2,21.8,10.9,0.0,112.128,93.4,0.0,0.0,2.8000000000000003,15.6,30.5,51.1,0.0
Buckeye Local,18794993.23,Medina,3044 Columbia Rd,"Medina, OH, 44256-9411",Kent J. Morgan,93.822,92.64500000000001,100.406,78.2,C,0.1,9.3,15.5,29.400000000000002,25.6,18.900000000000002,1.1,114.831,95.7,0.2,0.2,0.8,9.1,30.1,53.4,6.1000000000000005
Edison Local,18030000.02,Jefferson,14890 State Route 213,"Hammondsville, OH, 43930-7902",George W. Beattie,83.411,81.977,85.46000000000001,69.5,D,0.5,17.8,20.5,27.5,20.7,12.9,0.0,114.12700000000001,95.10000000000001,0.0,0.0,2.4,11.1,22.2,64.3,0.0
Indian Creek Local,17776504.47,Jefferson,587 Bantam Ridge Rd,"Wintersville, OH, 43953-4231",Thomas C. Chappelear,81.077,77.77300000000001,86.21000000000001,67.6,D,1.4000000000000001,18.900000000000002,21.1,28.900000000000002,18.3,11.4,0.0,113.247,94.4,0.0,0.0,1.9000000000000001,13.6,29.2,54.5,0.6
Centerburg Local,10137822.77,Knox,119 S Preston St,"Centerburg, OH, 43011-7058",Michael Hebenthal,90.783,86.70700000000001,70.47,75.7,C,0.1,12.4,16.4,27.8,25.900000000000002,17.5,0.0,111.43900000000001,92.9,0.0,0.0,3.8000000000000003,18.900000000000002,25.0,52.300000000000004,0.0
Danville Local,7326735.51,Knox,PO Box 30,"Danville, OH, 43014-0030",Jason T. Snively,79.545,77.20400000000001,88.918,66.3,D,0.0,22.2,20.7,31.7,17.6,7.8,0.0,104.444,87.0,0.0,1.9000000000000001,11.1,18.5,35.2,33.3,0.0
East Knox Local,8913035.92,Knox,23201 Coshocton Rd,"Howard, OH, 43028-9362",Stephen M. Larcomb,82.287,84.49900000000001,95.0,68.60000000000001,D,0.2,20.3,18.6,29.900000000000002,20.400000000000002,10.4,0.2,111.16900000000001,92.60000000000001,0.0,1.3,2.6,16.9,31.2,44.2,3.9
Fredericktown Local,10682283.99,Knox,117 Columbus Rd,"Fredericktown, OH, 43019-1272",Matthew W. Chrispin,93.82300000000001,89.71000000000001,95.206,78.2,C,0.1,8.5,16.5,29.400000000000002,26.5,18.7,0.3,115.49000000000001,96.2,0.0,0.0,1.3,7.8,25.5,61.4,3.9
Kirtland Local,14592735.33,Lake,9252 Chillicothe Rd,"Kirtland, OH, 44094-9298",William R. Wade,99.549,98.519,100.82600000000001,83.0,B,0.0,5.9,12.4,25.6,28.0,26.400000000000002,1.8,116.07700000000001,96.7,0.0,0.0,1.2,6.3,25.2,61.5,5.8
Madison Local,27566552.84,Butler,1324 Middletown Eaton Rd,"Middletown, OH, 45042-1525",Charles C. Philpot,88.06,85.482,93.628,73.4,C,0.3,13.700000000000001,18.6,28.5,23.6,14.700000000000001,0.5,116.402,97.0,0.0,0.0,0.5,6.5,25.7,61.7,5.6000000000000005
Madison Local,27566552.84,Lake,1956 Red Bird Rd,"Madison, OH, 44057-2122",Angela M. Smith,87.908,85.66600000000001,92.625,73.3,C,0.3,14.4,17.7,29.2,23.5,14.5,0.4,113.427,94.5,0.0,0.0,0.9,15.5,32.9,46.9,3.8000000000000003
Madison Local,27566552.84,Richland,1379 Grace St,"Mansfield, OH, 44905-2742",Shelley L. Hilderbrand,89.474,84.052,90.65,74.60000000000001,C,0.1,13.1,17.3,30.0,22.5,16.3,0.6,116.188,96.8,0.0,1.1,1.1,5.0,19.3,65.7,7.7
Riverside Local,41573221.22,Lake,585 Riverside Dr,"Painesville, OH, 44077-5323",James P. Kalis,90.706,89.19,95.21900000000001,75.60000000000001,C,0.0,12.8,16.6,27.400000000000002,23.2,19.7,0.3,115.09100000000001,95.9,0.0,0.3,1.2,7.2,27.7,61.300000000000004,2.3000000000000003
Riverside Local,41573221.22,Logan,2096 County Road 24 S,"De Graff, OH, 43318-9406",Scott M. Mann,82.71000000000001,78.063,86.46600000000001,68.9,D,0.0,18.8,20.3,31.0,20.0,9.9,0.0,113.3,94.4,0.0,0.0,0.0,14.0,39.0,47.0,0.0
Perry Local,25175487.55,Allen,2770 E Breese Rd,"Lima, OH, 45806-9743",Alison R. Van Gorder,80.292,73.699,80.512,66.9,D,0.2,19.2,23.5,30.900000000000002,18.2,7.9,0.0,110.0,91.7,0.0,0.0,2.8000000000000003,19.400000000000002,44.4,33.3,0.0
Perry Local,25175487.55,Lake,4325 Manchester Ave,"Perry, OH, 44081-9413",Jack K. Thompson,92.132,89.98,97.18400000000001,76.8,C,0.0,10.3,17.6,27.1,26.6,17.8,0.6,113.95400000000001,95.0,0.0,0.7000000000000001,1.6,9.200000000000001,28.8,57.5,2.3000000000000003
Perry Local,25175487.55,Stark,4201 13th St SW,"Massillon, OH, 44646-3447",Scott A. Beatty,94.781,92.51700000000001,98.05,79.0,C,0.4,9.5,13.700000000000001,27.6,25.400000000000002,22.6,0.8,115.36800000000001,96.10000000000001,0.0,0.4,1.5,6.3,23.1,66.4,2.3000000000000003
Dawson-Bryant Local,12541034.83,Lawrence,222 Lane St,"Coal Grove, OH, 45638-2947",Stephen L. Easterling,94.67,88.224,89.34700000000001,78.9,C,0.0,10.700000000000001,13.6,24.900000000000002,25.2,25.6,0.0,116.774,97.3,0.0,0.0,0.0,3.2,25.8,71.0,0.0
Fairland Local,14054332.64,Lawrence,228 Private Drive 10010,"Proctorville, OH, 45669-8600",Roni D. Hayes,96.91300000000001,94.542,96.846,80.8,B,0.0,7.3,14.1,26.400000000000002,27.1,25.0,0.0,114.333,95.3,0.0,0.0,0.0,13.3,30.0,56.7,0.0
Rock Hill Local,18810152.919999998,Lawrence,2325A Co. Rd. 26,"Ironton, OH, 45638-8385",Wesley L. Hairston,84.546,82.741,90.51700000000001,70.5,C,0.0,18.5,19.1,26.400000000000002,21.0,14.700000000000001,0.3,115.85600000000001,96.5,0.0,0.0,0.9,5.4,28.8,61.300000000000004,3.6
South Point Local,15724024.17,Lawrence,302 High St,"South Point, OH, 45680",Mark A. Christian,82.021,79.839,91.772,68.4,D,0.6,18.400000000000002,22.3,26.7,19.900000000000002,12.0,0.0,114.512,95.4,0.0,0.0,0.0,8.5,37.800000000000004,53.7,0.0
Symmes Valley Local,9663174.81,Lawrence,14778 State Route 141,"Willow Wood, OH, 45696-9015",Darrell A. Humphreys,84.46300000000001,81.364,88.53,70.4,C,0.1,17.3,20.5,27.3,20.900000000000002,13.8,0.0,112.558,93.8,0.0,0.0,2.3000000000000003,11.6,37.2,48.800000000000004,0.0
Johnstown-Monroe Local,14273438.93,Licking,441 S Main St,"Johnstown, OH, 43031-1297",Dale L. Dickson,94.786,91.784,97.05600000000001,79.0,C,0.4,9.6,12.9,28.400000000000002,26.0,22.3,0.3,114.67,95.60000000000001,0.4,0.0,1.8,7.9,24.7,62.1,3.1
Lakewood Local,21897358.240000002,Licking,PO Box 70,"Hebron, OH, 43025-0070",Mary K. Andrews,81.91600000000001,81.69,88.992,68.3,D,0.5,18.3,22.7,27.7,18.900000000000002,11.5,0.3,112.391,93.7,0.0,0.0,2.6,15.700000000000001,31.5,47.5,2.6
Licking Heights Local,38173728.57,Licking,6539 Summit Rd SW,"Pataskala, OH, 43062-8767",Philip H. Wagner,85.602,84.864,95.909,71.3,C,0.1,16.9,19.0,27.1,22.400000000000002,14.4,0.1,112.739,93.9,0.2,0.2,2.0,10.8,36.800000000000004,48.6,1.4000000000000001
Licking Valley Local,18633408.43,Licking,1379 Licking Valley Rd,"Newark, OH, 43055-9450",David L. Hile,84.798,82.479,89.59100000000001,70.7,C,0.0,15.700000000000001,21.8,29.7,21.6,10.5,0.7000000000000001,109.495,91.2,0.0,0.8,4.5,19.6,36.1,35.0,4.1
North Fork Local,15964191.370000001,Licking,PO Box 497,"Utica, OH, 43080-0497",Scott L. Hartley,81.369,79.33800000000001,87.039,67.8,D,0.0,20.5,20.6,29.1,20.7,9.0,0.2,111.32900000000001,92.8,0.0,0.7000000000000001,2.8000000000000003,15.4,35.7,42.7,2.8000000000000003
Northridge Local,12817264.879999999,Licking,6066 Johnstown Utica Rd,"Johnstown, OH, 43031-9408",Scott A. Schmidt,89.53,85.82000000000001,91.49300000000001,74.60000000000001,C,0.2,11.5,18.8,30.6,25.2,13.3,0.5,110.072,91.7,2.9,1.4000000000000001,0.7000000000000001,14.4,24.5,50.4,5.8
Northridge Local,12817264.879999999,Montgomery,2008 Timber Ln,"Dayton, OH, 45414-4528",David A. Jackson,67.528,65.215,73.32300000000001,56.300000000000004,D,0.7000000000000001,33.9,25.1,24.7,11.9,3.8000000000000003,0.0,101.57900000000001,84.60000000000001,0.0,3.2,12.6,23.2,33.7,27.400000000000002,0.0
Southwest Licking Local,35444018.26,Licking,927-A South Street,"Pataskala, OH, 43062",Robert T. Jennell,93.177,88.96300000000001,88.598,77.60000000000001,C,0.5,10.6,14.4,27.2,26.7,20.2,0.4,114.756,95.60000000000001,0.1,0.3,2.0,6.8,26.5,60.7,3.6
Benjamin Logan Local,18099686.91,Logan,4740 County Road 26,"Bellefontaine, OH, 43311-9532",David L. Harmon,90.468,89.229,92.86800000000001,75.4,C,0.0,12.4,17.7,27.7,24.0,16.6,1.6,118.20200000000001,98.5,0.0,0.0,0.0,5.7,23.2,54.4,16.7
Indian Lake Local,16420405.309999999,Logan,6210 State Route 235 N,"Lewistown, OH, 43333-9704",Robert J. Underwood,87.94,85.25200000000001,89.33,73.3,C,0.2,13.700000000000001,18.8,30.0,22.6,14.8,0.0,115.92200000000001,96.60000000000001,0.0,0.0,0.0,5.0,30.7,64.2,0.0
Riverside Local,6631259.01,Lake,585 Riverside Dr,"Painesville, OH, 44077-5323",James P. Kalis,90.706,89.19,95.21900000000001,75.60000000000001,C,0.0,12.8,16.6,27.400000000000002,23.2,19.7,0.3,115.09100000000001,95.9,0.0,0.3,1.2,7.2,27.7,61.300000000000004,2.3000000000000003
Riverside Local,6631259.01,Logan,2096 County Road 24 S,"De Graff, OH, 43318-9406",Scott M. Mann,82.71000000000001,78.063,86.46600000000001,68.9,D,0.0,18.8,20.3,31.0,20.0,9.9,0.0,113.3,94.4,0.0,0.0,0.0,14.0,39.0,47.0,0.0
Avon Local,38721255.26,Lorain,36600 Detroit Rd,"Avon, OH, 44011-1507",Michael K. Laub Jr,104.515,102.72,105.138,87.10000000000001,B,0.2,3.8000000000000003,7.7,21.7,31.0,32.7,2.8000000000000003,116.614,97.2,0.1,0.1,0.6,5.8,25.0,59.800000000000004,8.6
Avon Lake City,40199577.5,Lorain,175 Avon Belden Rd,"Avon Lake, OH, 44012-1600",Robert D. Scott,104.04700000000001,101.305,101.775,86.7,B,0.3,4.4,8.1,20.3,29.0,36.0,1.9000000000000001,117.102,97.60000000000001,0.5,0.1,0.5,5.0,16.9,69.4,7.7
Clearview Local,14787587.009999998,Lorain,4700 Broadway,"Lorain, OH, 44052-5542",Jerome M. Davis,80.825,78.522,85.44500000000001,67.4,D,0.4,18.7,22.7,32.2,18.400000000000002,7.6000000000000005,0.1,107.727,89.8,1.4000000000000001,0.5,3.6,22.3,36.800000000000004,34.5,0.9
Columbia Local,9793610.22,Lorain,25796 Royalton Rd,"Columbia Station, OH, 44028-9441",Graig P. Bansek,91.875,86.75800000000001,85.295,76.60000000000001,C,1.1,10.1,16.7,27.6,23.3,20.2,1.1,112.81500000000001,94.0,1.1,1.1,0.7000000000000001,11.1,25.900000000000002,55.9,4.1
Firelands Local,16347897.68,Lorain,112 N Lake St,"South Amherst, OH, 44001-2824",Michael J. Von Gunten,91.434,75.635,66.876,76.2,C,1.4000000000000001,10.4,15.6,29.3,24.6,18.0,0.7000000000000001,111.77900000000001,93.10000000000001,2.4,1.2,1.6,6.7,26.1,56.1,5.9
Keystone Local,13808064.309999999,Lorain,PO Box 65,"Lagrange, OH, 44050-0065",Franco Gallo,93.90100000000001,89.72800000000001,91.02,78.3,C,0.1,9.200000000000001,15.6,29.0,25.6,19.7,0.8,116.476,97.10000000000001,0.0,0.0,1.0,6.7,23.3,61.9,7.1000000000000005
Midview Local,28770993.48,Lorain,13050 Durkee Rd,"Grafton, OH, 44044-1122",Bruce R. Willingham,91.733,87.99600000000001,93.712,76.4,C,0.0,10.8,17.1,29.3,25.0,17.3,0.5,111.70200000000001,93.10000000000001,0.2,0.8,3.5,12.1,31.900000000000002,48.5,3.1
Anthony Wayne Local,40965537.95,Lucas,PO Box 2487,"Whitehouse, OH, 43571-0487",James A. Fritz,102.161,99.697,100.738,85.10000000000001,B,0.8,4.1,9.200000000000001,24.1,29.7,31.1,1.0,116.316,96.9,1.2,0.1,0.3,4.0,18.0,70.3,6.1000000000000005
Ottawa Hills Local,14064280.68,Lucas,3600 Indian Rd,"Toledo, OH, 43606-2425",Kevin S. Miller,108.15400000000001,108.908,109.906,90.10000000000001,A,0.0,1.8,5.4,20.0,31.1,40.2,1.5,115.872,96.60000000000001,0.0,0.0,0.9,5.6000000000000005,27.6,62.800000000000004,3.1
Springfield Local,41045485.09,Lucas,6900 Hall St,"Holland, OH, 43528-9485",Matthew K. Geha,88.756,86.093,92.12100000000001,74.0,C,0.1,13.0,19.2,28.400000000000002,22.6,15.700000000000001,0.9,116.06200000000001,96.7,0.0,0.0,2.3000000000000003,7.5,20.7,59.1,10.4
Springfield Local,41045485.09,Mahoning,PO Box 549,"New Middletown, OH, 44442-0549",Thomas Yazvac,97.093,95.361,101.235,80.9,B,0.4,5.3,14.5,30.0,29.400000000000002,20.1,0.3,117.778,98.10000000000001,0.0,0.0,0.0,2.2,20.0,75.60000000000001,2.2
Springfield Local,41045485.09,Summit,2410 Massillon Rd,"Akron, OH, 44312-4258",Charles Sincere,84.269,79.45400000000001,85.491,70.2,C,0.2,17.8,19.400000000000002,29.2,20.5,12.700000000000001,0.3,114.4,95.3,0.0,0.6,1.7,6.3,32.0,55.4,4.0
Washington Local,84338269.64,Lucas,3505 W Lincolnshire Blvd,"Toledo, OH, 43606-1231",Susan M. Hayward,83.414,79.99600000000001,89.997,69.5,D,0.3,18.1,19.6,30.3,20.7,10.6,0.3,111.989,93.3,0.2,0.6,2.0,14.3,35.2,44.2,3.5
Jefferson Local,13419553.07,Madison,906 W Main St,"West Jefferson, OH, 43162-1144",William R. Mullett,88.426,83.385,94.37400000000001,73.7,C,0.1,12.3,20.8,28.5,22.400000000000002,15.700000000000001,0.2,115.224,96.0,0.0,0.0,0.0,13.4,25.400000000000002,56.7,4.5
Jonathan Alder Local,20620481.49,Madison,9200 US Route 42 S,"Plain City, OH, 43064",Gary L. Chapman,95.778,92.53200000000001,100.046,79.8,C,1.0,8.5,12.8,25.7,26.1,25.2,0.7000000000000001,115.43900000000001,96.2,0.7000000000000001,0.0,0.7000000000000001,6.2,23.8,65.2,3.4
Madison-Plains Local,13955375.58,Madison,55 Linson Rd,"London, OH, 43140-9751",Timothy Dettwiller,87.706,83.20400000000001,88.152,73.10000000000001,C,0.1,13.5,20.0,29.6,21.900000000000002,14.4,0.5,115.156,96.0,0.0,0.0,1.6,7.8,28.1,57.800000000000004,4.7
Austintown Local Schools,43560270.06,Mahoning,700 S Raccoon Rd,"Youngstown, OH, 44515-3536",Vincent S. Colaluca,88.153,81.435,90.71000000000001,73.5,C,0.2,13.9,18.5,28.6,23.0,15.6,0.2,114.879,95.7,0.0,0.0,1.1,8.6,29.400000000000002,58.9,2.0
Boardman Local,42340302.61,Mahoning,7410 Market St,"Youngstown, OH, 44512-5612",Timothy L. Saxton,96.055,92.802,101.15,80.0,B,0.1,8.700000000000001,13.3,27.3,26.2,23.8,0.7000000000000001,117.42200000000001,97.9,0.0,0.0,0.4,3.8000000000000003,21.7,67.7,6.3
Canfield Local,26153241.32,Mahoning,100 Wadsworth St,"Canfield, OH, 44406-1451",Alex G. Geordan,103.86500000000001,100.83200000000001,104.555,86.60000000000001,B,0.5,3.7,7.9,22.3,30.8,33.9,0.8,116.566,97.10000000000001,0.5,0.0,0.3,3.6,23.3,68.8,3.5
Jackson-Milton Local,8815426.34,Mahoning,13910 Mahoning Ave,"North Jackson, OH, 44451-9616",Kirk W. Baker,93.006,89.14500000000001,96.935,77.5,C,0.2,10.3,15.0,30.2,24.900000000000002,19.0,0.4,118.605,98.8,0.0,0.0,0.0,4.7,11.6,76.7,7.0
